Semester,Jenis,Program,Judul,Pembimbing
2024/2025-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun dan Evaluasi Gesture Control pada Game Mobile Berbasis Platformer dan Roguelike,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Deteksi Intrusi pada Jaringan Internet of Things Berbasis Machine Learning,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-2,Skripsi,Teknik Biomedik,Pengembangan Antarmuka Pengguna Grafis (GUI) Berbasis Python Untuk Prototipe Alat Patient Monitor,"Dr. Basari, S.T., M.Eng."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Automated Question Generator Berbasis Large Language Model (LLM) untuk Pembuatan Soal Literasi Bahasa Indonesia dengan Variasi Teknik Prompting,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan dan Evaluasi Sistem Applicant Tracking berbasis Large Language Model dengan Metode Job Matching dan Semantic Search,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Prediksi Waktu Kapal Menggunakan Machine Learning dengan Optimasi Fitur dan Rentang Data Historis,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Teknik Prompting untuk Memicu Dialog Proaktif pada Large Language Models,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Retrieval Augmented Generation (RAG) pada Aplikasi Chatbot Pendidikan untuk Menunjang Pembelajaran Siswa,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Optimalisasi Kinerja Sistem RAG-LLaVA untuk Pemantauan Sistem Cerdas Disrupsi Multimodal di Industri Telekomunikasi Melalui Dataset Agentik dan Fine-Tuning Embedding,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-2,Skripsi,Teknik Biomedik,Rancang Bangun Asisten Diagnostik Berbasis Retrieval Augmented Generation untuk Otomasi Analisis Hasil Medical Check-Up,"Mohammad Ikhsan, M.T., Ph.D."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Model Klasifikasi Autisme Berdasarkan Fitur Relative Wavelet Bispectrum dan Dynamic Time Warping dan Classifier XGBoost,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Deteksi Anomali Menggunakan Algoritma Autoencoder dan Generative Adversarial Network pada Mesin Gas Turbin Industri Hulu Minyak Dan Gas,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2024/2025-2,Skripsi,Teknik Komputer Paralel,Rancang Bangun Sistem Optimisasi Pemakaian Batubara Pada Proses Produksi Feronikel,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Model Prediktif Berbasis Machine Learning Pada Produksi Feronikel Di Sistem RKEF Dengan Analisis SHAP,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Elektro Paralel,Desain Sistem Kendali Prediktif Neural Network Pada Sistem HVAC-VRF Untuk Optimasi Fungsi Multiobjektif Konsumsi Energi dan Kenyamanan Thermal,"Dr. Ir. Aries Subiantoro, M. SEE"
2024/2025-2,Skripsi,Teknik Komputer Paralel,Perancangan dan Pengembangan Sistem Analisis Ancaman Context-Aware dengan Optimasi Model Qwen2.5 LLM,"Yan Maraden, S.T., M.T., M.Sc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun dan Evaluasi Model Klasifikasi Pengeluaran dari Teks OCR Struk Belanja Berbasis Embedding IndoBERT dan NLP,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2024/2025-2,Skripsi,Teknik Biomedik,Pengembangan Model Prediksi Kasus Harian Penyakit Tuberkulosis Menggunakan Algoritma Prophet-XGBoost Berdasarkan Data RSUD dan Puskesmas di Jakarta.,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Aplikasi Tresuri Bank Indonesia dan Pengujian Kualitas Aplikasi dengan Standar ISO 9126,"Yan Maraden, S.T., M.T., M.Sc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Coverage and Capacity Optimization (CCO) pada Jaringan Wi-Fi dengan Metode Cell Breathing Menggunakan XGBoost dan Genetic Algorithm Berdasarkan Lokasi User,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2024/2025-2,Skripsi,Teknik Komputer Reguler,Perancangan Sistem Klasifikasi Video Real-Time Berbasis Adaptation Layer dan State-Space Model pada Arsitektur LRCN,"Yan Maraden, S.T., M.T., M.Sc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Sistem Deteksi Serangan Siber Berbasis Pembelajaran Mesin Menggunakan Pemilihan Fitur yang Dioptimalkan untuk Analisis Aliran Jaringan,"Yan Maraden, S.T., M.T., M.Sc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Deteksi Serangan Dependency Injection pada Proses Build Docker Image Menggunakan Extended Berkeley Packet Filter (eBPF),"Yan Maraden, S.T., M.T., M.Sc."
2024/2025-2,Skripsi,Teknik Biomedik,Pengembangan Aplikasi Penilaian Teknik Tendangan Taekwondo Berbasis Visi Komputer,"Mohammad Ikhsan, M.T., Ph.D."
2024/2025-2,Skripsi,Teknik Biomedik,Formulasi dan Evaluasi In-Vitro Wound Dressing Patch Berbasis Ekstrak Daun Anredera cordifolia Untuk Pengobatan Luka Luar Diabetes Mellitus,"Siti Fauziyah Rahman, S.T., M.Eng., Ph.D."
2024/2025-2,Skripsi,Teknik Biomedik,Manufaktur Teknologi Microneedle Berbasis Kitosan dengan Formulasi Asam Laktat melalui Metode Micromolding untuk Penghantaran Curcumin,"Siti Fauziyah Rahman, S.T., M.Eng., Ph.D."
2024/2025-2,Skripsi,Teknik Komputer Paralel,Perbandingan Kinerja REST dan GRPC dalam Pengembangan API: Studi Kasus pada Deployment Cloud untuk Mengevaluasi Efisiensi dan Performa Protokol,"Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Komputer Paralel,Prototipe Sistem Computer Vision untuk Pengenalan Aktivitas Pelanggan pada Cashier-Less Store Skala Kecil,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Komputer Reguler,"Analisis Degradasi Quality of Service (QoS) akibat Serangan Delay Injection, Packet Loss Injection, dan ICMP Flood pada Simulasi Jaringan Uji 5G Berbasis OpenAirInterface","Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Komputer Paralel,Rancang Bangun Sistem Monitoring HPC Berbasis ELK Stack dengan Kendali Sumber Daya Otomatis dan Notifikasi Real-Time,"Yan Maraden, S.T., M.T., M.Sc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Evaluasi Jaringan Inti 5G Berbasis OpenAirInterface terhadap Serangan Denial of Service pada Fungsi Access and Mobility Management Function (AMF) dan User Plane Function (UPF),"Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Komputer Paralel,Pengembangan Sistem Prediksi Situs Web Berbahaya Menggunakan Large Language Model Qwen3 dengan Knowledge Distillation dari DeepSeek-R1,"Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Implementasi Sistem Multi-Tier Caching dengan Bloom Filter untuk Optimasi Pemeriksaan Domain pada Policy Server Berbasis DPDK,"Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Penyaring Curriculum Vitae Berformat PDF Menggunakan Named Entity Recognition dan Multi-Label Classification,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2024/2025-2,Skripsi,Teknik Komputer Reguler,Optimasi Manajemen Data Masif Pada Dashboard NetPro Menggunakan Metode Chunking dan Websocket untuk Interaksi Real-Time,"Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Biomedik,Pengembangan Metode Klasifikasi Leukemia dengan Menggunakan Convolutional Neural Network - Vision Transformer dari Citra Apusan Darah Tepi,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Komputer Paralel,"Sistem Kasir Otomatis Dengan Conveyor Belt Berbasis Computer Vision Menggunakan YOLOv8, DeepSORT, dan EfficientNetV2","Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Rancang Bangun Smart Gloves untuk Pasien Difabel dengan Peningkatan Performa Melalui Deteksi Anomali Berbasis Clustering,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Biomedik,Pembangunan Model Klasifikasi Multi-kelas Berbasis CNN untuk Deteksi Kanker Rongga Mulut Pada Citra Fotografis Lesi Rongga Mulut,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Komputer Paralel,Sistem Deteksi Kerumunan Penumpang pada Bis Kuning Universitas Indonesia Menggunakan Algoritma YOLO,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2024/2025-2,Skripsi,Teknik Biomedik,"Pengembangan Alat Deteksi Glukosa, Kolesterol, dan Asam Urat Wearable yang Non-Invasif Berbasis Photoplethysmography dan Pendekatan Machine Learning","Tomy Abuzairi,"
2024/2025-2,Skripsi,Teknik Komputer Reguler,"Implementasi Mekanisme Pengawasan, Audit, dan Pencatatan Menggunakan Protokol SNMP dengan Metode DPDK pada Purwarupa Sistem Penyensoran NetPro","Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Implementasi dan Analisis Efektivitas Vxlang Code Virtualization dalam mempersulit Reverse Engineering,"Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Komputer Reguler,Pengembangan Mekanisme Pemblokiran QUIC pada Lingkungan Policy Server NetPro,"Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Biomedik,Analisis Perbandingan Kemampuan Kognitif Otak Menggunakan qEEG pada Pemain Pemula dan Pemain Ahli dalam Permainan Mobile Legends,"Mohammad Ikhsan, M.T., Ph.D."
2024/2025-2,Skripsi,Teknik Komputer Paralel,"Penerapan Knowledge Distillation Berbasis DeepSeek untuk Klasifikasi Website Ilegal: Studi Komparatif SVM, Random Forest, dan Naive Bayes","Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-2,Skripsi,Teknik Elektro Internasional,Pengembangan dan Analisis Deteksi Kerusakan Permukaan Panel Surya Menggunakan Segmentasi Attention U-Net dan Klasifikasi Xception Berbasis Deep Learning,"Ajib Setyo Arifin, S.T., M.T., Ph.D."
2024/2025-2,Skripsi,Teknik Elektro Reguler,Studi Pengaruh Feature Extraction dan Augmentasi Data Pada Model CNN Terhadap Performa Klasifikasi Suara Paru-paru Pasien Penyakit Pernapasan,"Prof Dr Ir Dadang Gunawan, M.Eng."
2024/2025-2,Skripsi,Teknik Biomedik,Perancangan Aptamer untuk Prostate Specific Antigen Bebas dengan Metode In Silico,"Siti Fauziyah Rahman, S.T., M.Eng., Ph.D."
2024/2025-2,Skripsi,Teknik Elektro Paralel,Pengembangan Sistem Monitoring dan Rekomendasi Berbasis Data untuk Optimasi Konsumsi Energi dan Reduksi Emisi dari Penggunaan Air Conditioner (AC),"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2024/2025-2,Skripsi,Teknik Elektro Reguler,Rancang Bangun Sistem Prediksi Tinggi Muka Air Tanah dengan AI (Artificial Intelligence) metode LSTM (Long Short-Term Memory) Berbasis Curah Hujan,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2024/2025-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun Pendeteksi Kendaraan Listrik pada Sistem Parkir Universitas Indonesia untuk Strategi Pengurangan Emisi Karbon,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2024/2025-2,Skripsi,Teknik Biomedik,Studi dan Analisis Model Phantom Agar untuk Pengujian Sistem Electrical Impedance Tomography (EIT) Multifrekuensi,"Dr. Basari, S.T., M.Eng."
2024/2025-2,Skripsi,Teknik Elektro Reguler,Optimisasi Utilitas Sistem Komputasi Berbasis Multi-Agent Deep Reinforcement Learning pada Digital Twin Jaringan Edge Industrial Internet of Things (I-IoT),"Naufan Raharya, S.T., M.T., Ph.D."
2024/2025-2,Skripsi,Teknik Elektro Reguler,Optimisasi Aliran Lalu Lintas pada Kendaraan Otonom Terhubung dengan Multi Agent Reinforcement Learning dan Proximal Policy Optimization (PPO),"Naufan Raharya, S.T., M.T., Ph.D."
2024/2025-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun Sistem Analisis Impedansi dan Konduktivitas Tanah Berbasis AD5933Ebz dengan Metode Electrochemical Impedance Spectroscopy (EIS),"Taufiq Alif Kurniawan, MSc.Eng"
2024/2025-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun dan Implementasi Sistem Underwater Wireless Power Transfer (UWPT) Ekonomis Untuk Autonomous Underwater Vehicle (AUV),"Taufiq Alif Kurniawan, MSc.Eng"
2024/2025-2,Skripsi,Teknik Biomedik,Pengaruh Ekstrak Melaleuca cajuputi pada Transdermal Patch Berbahan Dasar Hidroksipropil Metilselulosa/Kitosan dalam Penghantaran Carvedilol,"Siti Fauziyah Rahman, S.T., M.Eng., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Reguler,"Analisis Potensi Energi Listrik Menggunakan Pemodelan Turbin Angin pada MATLAB (Studi Kasus di Gunung Merbabu, Desa Pogalan, Kecamatan Pakis, Kabupaten Magelang)","Ismi Rosyiana Fitri, S.T., Ph.D."
2024/2025-1,Skripsi,Teknik Biomedik,Purwarupa Alat Pencari Vena dengan Desain Ringkas dan Sederhana,"Mohammad Ikhsan, M.T., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Rancang Bangun Vibrator pada Selang Printer Mortar 3D,"Dr. Abdul Muis, ST. MEng."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Penyesuaian Parameter Konfigurasi Slicer pada Ultimaker Cura untuk 3D Printer Bangunan,"Dr. Abdul Muis, ST. MEng."
2024/2025-1,Skripsi,Teknik Biomedik,Desain dan Pengembangan Kamera Semi-Portabel Berbasis Jetson Nano dengan Algoritma Stitching dan Dynamic Zoom untuk Analisis Performa Klub Sepakbola,"Mohammad Ikhsan, M.T., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Pengembangan Aplikasi Pemodelan Propagasi Gelombang Radio Di Lingkungan Dalam Ruangan Menggunakan Metode Ray Tracing Untuk Perencanaan Penempatan Titik Akses Wi-Fi,"Prof. Dr. Ir. Eko Tjipto Rahardjo, MSc"
2024/2025-1,Skripsi,Teknik Elektro Paralel,Penyesuain Konfigurasi Parameter Slicer Pada Aplikasi Simplify3d Untuk Printer 3d Bangunan,"Dr. Abdul Muis, ST. MEng."
2024/2025-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Phase Array Antenna Berbentuk Lingkaran pada Pita Frekuensi Ku-Band dengan Teknik Double U-Slot,"Prof. Dr. Ir. Eko Tjipto Rahardjo, MSc"
2024/2025-1,Skripsi,Teknik Elektro Paralel,Pengembangan Ekstruder Printer 3D Mortar yang Lebih Handal dan Tahan Lama,"Dr. Abdul Muis, ST. MEng."
2024/2025-1,Skripsi,Teknik Elektro Internasional,Analisis Prakiraan Beban Listrik Persetengahjam pada Hari Kemerdekaan RI Sistem Jawa Bali Menggunakan Aplikasi STLF,"Aji Nur Widyanto, ST., MT."
2024/2025-1,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Penilaian Online (SIMPLE-O) untuk Ujian Bahasa Jepang Menggunakan Bidirectional Encoder Representations from Transformers (BERT) dan Long-Short Term Memory (LSTM),"Prof. Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2024/2025-1,Skripsi,Teknik Komputer Reguler,Perancangan Sistem Web Scraping untuk Informasi Kursus di Coursera dengan Rekomendasi Model dan Metrik untuk Pencarian Kursus,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2024/2025-1,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Klasifikasi Kata Keterampilan Berdasarkan Deskripsi Pekerjaan Menggunakan TF-IDF,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2024/2025-1,Skripsi,Teknik Komputer Paralel,Pengimplementasian Machine Learning untuk Menemukan Material Photovoltaic Berbasis Perovskite ABX3 Baru yang Efisien Sebagai Solar Panel,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2024/2025-1,Skripsi,Teknik Elektro Reguler,"Analisis Perbandingan Metode Pengendalian Baterai Untuk Penghalusan Daya Luaran Intermittent Photovoltaic Menggunakan Metode Filtering Simple Moving Average, Moving Median, dan Savitzky-Golay","Faiz Husnayain, S.T., M.Sc., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Reguler,Protokol Clustering dan Routing untuk Meningkatkan Efisiensi Energi pada Wireless Sensor Network Menggunakan Algoritma Tuna Swarm Optimization dan Hybrid Multi-Hop Routing,"Ajib Setyo Arifin, S.T., M.T., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Reguler,Protokol Single-Hop Clustering Routing Berbasis Tuna Swarm Optimization dan Gravitational Search Algorithm untuk Optimasi Network Lifetime pada Wireless Sensor Networks,"Ajib Setyo Arifin, S.T., M.T., Ph.D."
2024/2025-1,Skripsi,Teknik Komputer Reguler,Rancang Bangun Model Normalisasi Alamat di Indonesia Berbasis CNN dan BERT,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2024/2025-1,Skripsi,Teknik Komputer Reguler,Optimasi Alat Pemberi Isyarat Lalu Lintas Waktu Nyata Berdasarkan Pedoman Kapasitas Jalan Indonesia,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Reguler,Desain Rangkaian Low Noise Amplifier (LNA) Pada Frekuensi 4.9-7.2 GHz Dengan Metode Splitting-load Inductive Peaking Technique untuk Aplikasi Wi-Fi 7,"Taufiq Alif Kurniawan, MSc.Eng"
2024/2025-1,Skripsi,Teknik Elektro Paralel,Analisis Kestabilan Sistem Kelistrikan Ibu Kota Nusantara Akibat Penetrasi Pembangkit Listrik Tenaga Surya dengan/dan Tanpa Sistem Penyimpanan Energi Baterai,"Chairul Hudaya, Ph.D"
2024/2025-1,Skripsi,Teknik Elektro Reguler,Desain Teknis dan Studi Kelayakan Ekonomi Pembangkit Listrik Tenaga Surya di Kantin Teknik FTUI,"Faiz Husnayain, S.T., M.Sc., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Pengembangan Metodologi Troubleshooting Efektif Untuk Lampu LED: Studi Kasus Dan Aplikasi Praktis,"Chairul Hudaya, Ph.D"
2024/2025-1,Skripsi,Teknik Elektro Reguler,Prediksi Pencapaian Proporsi Energi Terbarukan untuk Menuju Net Zero Emision 2060 Menggunakan Kecerdasan Buatan,"Chairul Hudaya, Ph.D"
2024/2025-1,Skripsi,Teknik Elektro Reguler,Pemodelan Simulasi dan Analisis Pembagian Daya Pada Sistem Photovoltaic Gird-Connected,"Ismi Rosyiana Fitri, S.T., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Reguler,Analisis Building Energy Management dengan kontrol unit pendingin ruangan berbasis peramalan Suhu menggunakan metode deep learning,"Ismi Rosyiana Fitri, S.T., Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Studi Tekno-Ekonomis Perancangan Pembangkit Listrik Tenaga Surya Pada PT Trakindo Utama Cabang BSD,"Aji Nur Widyanto, ST., MT."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Strategi Pengurangan Emisi Karbon Di Pulau Bali Melalui Pemanfaatan Sumber Energi Baru Terbarukan Sebagai Alternatif Pembangkit Batu Bara Dalam Mendukung Net Zero Emission,"Aji Nur Widyanto, ST., MT."
2024/2025-1,Skripsi,Teknik Elektro Paralel,"Desain Rangkaian Class-E Power Amplifier Berefisiensi Tinggi pada Frekuensi 5,9-7,2 GHz dengan Teknologi CMOS 90-nm untuk Aplikasi Wi-Fi 7","Taufiq Alif Kurniawan, MSc.Eng"
2024/2025-1,Skripsi,Teknik Elektro Reguler,Optimasi Kapasitas PLTS dan BESS untuk Sistem Pembangkit Listrik Hibrid di Wilayah Terpencil dengan Renewable Energy Fraction Optimal,"Dr.-Ing. Budi Sudiarto, S.T., M.T."
2024/2025-1,Skripsi,Teknik Elektro Reguler,Analisis Efisiensi Energi: Evaluasi Sudut Kemiringan dan Orientasi pada Pembangkit Listrik Tenaga Surya (PLTS) Terapung Cirata,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Reguler,Analisis Tekno-Ekonomi Sistem Pembangkit Listrik Tenaga Surya (PLTS) Atap On-Grid pada Gedung Welding Plant 2 PT MT,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Evaluasi Kualitas Daya Listrik pada Panel Distribusi Gedung Pemerintahan Y,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Analisis Daya Listrik dan Efisiensi Produksi Mesin Drilling Sorghum untuk Mendukung Ecofriendly Systems,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2024/2025-1,Skripsi,Teknik Elektro Paralel,Antena Bowtie dengan Modifikasi Pengurangan Area Lengan Radiasi dan Penggunaan Reflektor untuk Meningkatkan Disipasi Daya pada Antenna-Coupled Microbolometer di Frekuensi 1 THz,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2024/2025-1,Skripsi,Teknik Elektro Reguler,Penekanan Sidelobe Level pada Antena Phased Array Mikrostrip Rectangular menggunakan Algoritma Grey Wolf Optimizer dengan Pencarian Lokal,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2024/2025-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Dual-Band dan Wideband Phased Array Antenna dengan Variasi U-Slot pada Pita Frekuensi X dan Ku,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2024/2025-1,Skripsi,Teknik Komputer Reguler,Implementasi Auto-Tuning Parameter Pada Database MongoDB Single-Node Mode dan Cluster Mode Menggunakan Algoritma Hybrid Firefly dan Particle Swarm Optimization (FA-PSO),"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2024/2025-1,Skripsi,Teknik Elektro Internasional,Peramalan Curah Hujan di Jakarta menggunakan Pembelajaran Mesin dan Transformers untuk Peramalan Deret Waktu,"Dr. Ir. Dodi Sudiana, M.Eng."
2024/2025-1,Skripsi,Teknik Komputer Reguler,Rancang Bangun Sistem Pemantauan Lalu Lintas Jaringan Berbasis Website Menggunakan Teknologi Deep Packet Inspection (DPI) dengan Framework Data Plane Development Kit (DPDK),"Dr. Ruki Harwahyu, ST. MT. MSc."
2024/2025-1,Skripsi,Teknik Komputer Reguler,Perancangan Sistem Keamanan Door Lock berbasis NFC,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-1,Skripsi,Teknik Komputer Reguler,Pengembangan Model Klasifikasi CNN-XGBoost untuk Pemetaan Padi Menggunakan Data Multi-Spektral dan Multi-Temporal Sentinel-2 dan Landsat-8 di Kabupaten Indramayu,"Dr. Ir. Dodi Sudiana, M.Eng."
2024/2025-1,Skripsi,Teknik Komputer Reguler,Pengembangan Model Pencarian Semantik Bahasa Indonesia Menggunakan Bidirectional Encoder Representations from Transformer (BERT),"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2024/2025-1,Skripsi,Teknik Komputer Paralel,Pengembangan Metode Pemetaan Lahan Sawah menggunakan Segmentasi TransUNet dengan Integrasi Data Satelit Sentinel-1 dan Sentinel-2.Studi Kasus: Kabupaten Indramayu,"Dr. Ir. Dodi Sudiana, M.Eng."
2024/2025-1,Skripsi,Teknik Biomedik,Pengembangan Sistem Pelacakan Gerakan Pemain Sepak Bola untuk Deteksi Dini Cedera Anterior Cruciate Ligament Berbasis YOLOv8,"Mohammad Ikhsan, M.T., Ph.D."
2024/2025-1,Skripsi,Teknik Biomedik,Pengembangan Asisten Medis Virtual Berbasis Large Language Models (LLM) dan Retrieval-Augmented Generation (RAG),"Mohammad Ikhsan, M.T., Ph.D."
